,tumor,malignant,non_malignant_cell_type,FKBP9,CAV1,XAGE1E,XAGE1A,SERPINA3,XAGE1C,XAGE1D,TMSB4X,PRDX4,XAGE1B,NME1,ASPH,RGS5,CTTN,MIA,STIP1,EFNA5,TFAP2C,PRKCDBP,APP,TF,CRYAB,AMD1,AHCY,MAP1B,HM13,FN1,PMP22,PDLIM4,RCAN1,CALU,DUSP6,CALD1,SNRPB2,DNAJC3,BRIX1,C19orf10,NT5C3,FKBP10,SGK1,PLEKHB1,MLEC,CST3,MRPL36,SERPINE2,SPARC,SLC26A2,CCT7,PON2,CSRP1,HLA-B,AKAP12,IMPDH2,MFGE8,GSN,TIMP1,CLIC4,PLP1,FKBP2,CHMP2A,MAGEC2,CTHRC1,CCDC47,S100A16,FLOT1,COL1A2,C1QTNF3,KRT18,CD59,LMNA,A2M,CD9,GNL3,LAMB1,PLOD3,INSR,RTFDC1,DDX1,CLDN11,CTSL1,CCT6A,TM4SF1,NDUFS6,UBE2H,PCMTD2,IER3,SPRY2,LTBR,MAGED2,TSC22D1,EDNRB,HLA-C,AASDHPPT,PDIA4,S100B,APLP2,LOXL3,ITGA10,TMEM205,NME2,AK2,SPP1,SFRP1,CYP51A1,QTRT1,PLTP,BRD9,SPON2,NDUFB7,GADD45GIP1,GAS7,VAMP5,TMCO1,TM9SF2,TGDS,C1orf43,IFRD1,IFNGR2,MTRR,SAA1,PTTG1IP,CHID1,DSTN,P4HB,PNKD,CTNNA1,PDK4,WWTR1,ERRFI1,TERT,SLCO4A1,HSPH1,EXOC3,RDX,NHP2,RAB1A,TIMM13,HEXA,S100A13,PTPRC,RND3,MIR100HG,HSPB1,TPP2,CCT4,FASTKD3,C1QBP,GNG12,ARL1,CD63,ALKBH7,ARPC1A,TMED4,NDUFA11,CPVL,COPG1,GSS,FCGR2C,CCT2,IFITM3,MRPS6,MAGEA3,ATP5G3,KDELR2,APOD,SLC35B2,HSP90B1,CDH19,HIBADH,MT2A,CSE1L,ATP6V1F,GLT25D1,EIF2S2,COL6A2,NNMT,ITGB4,CCDC124,TMEM14C,ENPP2,MFI2,CXCR4,SNRPC,ERV3-1,AFAP1,PDGFA,HMG20B,ARL2,PSMB6,BSG,CTSB,CANX,NDUFS2,COA4,SERPINH1,CEACAM1,TSPAN3,CTDSPL,HLA-H,SDHA,NGRN,ABHD2,GSTP1,COMMD9,ATP1B1,DCBLD2,ATP6V0B,NDFIP2,CCDC127,CSGALNACT1,PRAME,ITIH5,GPX1,VDAC1,CP,TSN,STRAP,RRAGA,PHB,EIF2A,ZC3H13,RPN2,CRTAP,C19orf60,PHLDA1,ARMCX3,RCN1,LDHA,ACSS2,SGCB,DANCR,SND1,EIF4EBP1,SLC20A1,CNPY2,FAM3C,HSPD1,SNX1,POLD2,NDUFAF3,CNIH4,GRN,SEC13,ARF4,RAC1,MAGEA4,DYNLRB1,FAM96A,SUMF2,STRA13,C2orf82,ACSL3,NRN1,ETV5,MARCKS,ETFB,FAM32A,MPV17,PKIG,ILK,IGF1R,CBR1,CCNL2,NDUFS3,HSD17B10,EEF1E1,PPFIBP1,STT3A,ARHGDIB,ATP1A1,EPS8,CLTA,ANXA5,SNRPE,CAMP,ZMYND8,HAPLN1,SNHG1,SLC3A2,B3GAT3,NGFRAP1,CCT8,EIF4H,HSP90AB1,TKT,SLC5A3,ATP1B3,ABCA6,SLC25A4,CACYBP,AP3S1,MARCKSL1,SBDS,ABCA8,PDCD6,FANCL,MAGED1,ATP5G1,CDK2AP1,PRDX6,ERGIC3,LAMA4,RNF181,FAM210A,NDRG1,MAP1LC3B,SSR4,DST,CD52,ATP5J2,PDIA6,STAU1,TMX2,HSBP1,PLS3,CNN3,C16orf45,CYP27A1,ALDH1A3,UGDH,DHPS,SEC61G,CERS2,SNRPD1,MORF4L2,BIVM,CNOT2,C21orf59,NDUFS7,MT1X,SNHG16,B2M,CDH2,ANXA2,OSTC,COPB2,TMBIM1,TSPAN13,SPRY4,CLTC,VKORC1,CIAPIN1,EMC3,YIPF3,MVB12A,SLC39A14,LPCAT1,SERINC3,TPD52L2,ILF3,CNP,SSBP1,CPNE8,CSAG1,MFF,LAPTM4A,PIGT,PTRHD1,AHR,CDK4,TMEM147,BCAP31,SRPX,NGEF,STOML2,SELK,RAD23A,NUPR1,FCGR2A,WBP5,PUF60,CBX3,GPR143,PAK1IP1,GPR37,NAA20,PHB2,TMBIM4,NAMPT,CHCHD3,GPX4,VPS28,ALG5,EIF3C,RAB13,ALDH7A1,RPS10-NUDT3,SRGAP2C,MUC5B,COPS7A,GPNMB,CSAG3,SYPL1,UACA,ZNF117,AP2S1,MKI67IP,FAM103A1,TMED9,LGALS3BP,TIMM10,HPS5,OSMR,DLD,P4HA2,HIGD2A,COL6A1,SMARCA1,HADHB,TANC1,SCAMP3,EIF3G,S100A10,TGM2,TESC,TCEAL4,CRIP2,SHC1,LAMB2,MRPL32,DYNLL1,MRPL53,SHFM1,FABP7,IL32,PLOD2,TMEM106C,GLUL,FGFR1,SRSF1,ARHGAP29,GGCT,IP6K2,AAMP,HEXB,MRPS24,SOX4,SREK1,SH3TC2,PAICS,CTNND1,PEBP1,MDH2,PLK2,RAB34,PAGE5,MAGEA6,RNF130,PNPLA8,DHX15,EIF3M,TRAPPC5,KIAA1191,EIF4A1,SAA2,SLC12A2,ZFAS1,PAQR7,NELFCD,IL1RAP,YWHAQ,ZNF562,SSR3,GTF2F1,TOMM20,RIN2,EI24,TIMM44,LAMTOR5,SLC39A6,NDUFA5,ELOF1,NSA2,ERBB3,ITGB3,UFC1,TARS,ADCY2,NDUFA9,UQCRC1,SAFB,GTF2IP1,TIMM17A,NPEPPS,EBNA1BP2,DDX27,OSBPL1A,MRPS21,TBC1D8,NDUFV1,CLN5,SDCBP,HSPE1,LY6E,RAI14,NFE2L2,PSMB5,NARF,MPZL1,LYSMD1,cluster
Cy81_FNA_CD45_B01_S301_comb,81.0,2.0,0.0,6.4153,3.2756,3.9108,3.9108,7.9262,3.9108,3.9108,0.0,6.2757,3.9108,7.1429,5.2797,6.092,6.1395,4.3611,5.1377,4.5189,4.8929,6.6622,4.7579,5.0988,5.8457,5.6996,5.1338,2.727,6.3681,8.5959,5.5081,3.7678,7.6675,6.2207,0.0,0.62387,5.9684,4.8216,5.5321,5.9414,5.5485,5.2536,4.6426,6.2861,2.9668,7.5303,6.4079,8.327,7.7139,7.3307,6.3329,5.8416,7.3259,0.0,4.3781,4.9825,3.3588,5.3749,6.6473,4.8347,6.0689,5.3041,5.6643,5.9256,0.82944,4.6405,6.0251,4.0372,6.5096,5.9142,6.4786,4.905,3.8424,6.3873,4.1375,4.6542,2.9273,0.40163,1.6695,5.2165,5.6715,6.5381,2.6503,6.1605,6.0876,6.1053,3.148,4.5311,2.8918,4.7854,5.2472,6.1911,4.2095,5.3661,0.0,2.0032,6.2063,7.3606,4.6136,0.0,0.0,5.1249,6.9466,3.7469,4.0053,5.7194,4.7807,6.2894,5.6528,6.3077,4.3056,5.5575,5.4823,2.2948,4.2133,3.6473,6.6677,6.0299,5.2288,4.0024,5.7549,4.2189,4.572,4.8462,0.0,6.3839,6.4116,5.3516,4.4895,6.1569,4.5125,6.2365,3.8783,2.8496,5.0836,4.4691,3.9633,6.1223,3.1075,3.3112,4.8974,3.1588,0.0,2.3479,2.8468,4.8271,1.3818,5.4873,0.0,7.1198,0.0,0.0,6.676,3.1996,5.1839,3.5706,5.1201,4.6254,4.5458,3.984,5.6426,5.2567,8.1058,6.2818,2.6327,3.5283,5.5897,4.295,4.9715,7.1535,4.9335,5.6849,8.1786,4.8985,5.7512,5.3744,5.1163,2.7681,6.9472,4.8363,4.6814,4.0526,3.6914,5.7752,0.0,5.5756,6.0372,0.0,4.3639,3.9866,5.2257,6.7124,7.3338,6.5038,6.2766,3.3238,4.0184,4.8128,0.3505,4.4911,4.3559,1.8053,5.3317,4.3494,2.332,6.151,3.4318,1.8608,0.69421,4.1455,4.7549,3.8968,4.6309,4.4847,4.0722,5.7594,4.5465,0.0,4.4412,4.2744,4.5193,6.5003,3.9481,2.5828,6.784,2.7947,5.0208,4.2566,0.0,3.4496,8.3952,4.5115,2.8043,4.3398,3.631,5.0581,7.4108,4.5791,1.7242,7.1841,3.2438,4.926,5.0355,5.7163,5.5281,0.0,4.6817,2.342,0.0,5.1888,6.317,5.5258,5.7317,4.1689,3.2093,3.1704,1.5105,3.8095,4.9591,4.2233,3.8143,4.6634,5.128,2.2714,0.0,4.7888,2.8801,2.4212,4.4604,2.9211,5.9728,0.0,6.8404,0.0,3.4076,6.1466,3.3048,3.7682,3.7015,5.5384,4.6571,3.2547,5.5332,5.31,6.3491,4.7493,8.1071,5.3761,1.474,3.972,4.0287,2.5137,3.5752,3.5586,5.1257,4.7351,4.8733,8.5254,2.461,3.9179,5.4065,4.552,6.1426,6.9969,2.5457,4.099,1.6924,3.7627,3.76,6.1278,1.3208,0.0,2.8189,6.5685,1.2678,4.8524,4.0526,4.0569,1.5231,1.1998,4.802,5.8209,0.0,4.7735,6.2018,4.6969,3.5875,5.6391,2.7904,2.114,4.2594,4.0749,6.4622,3.6383,6.8332,1.7592,7.49,4.3649,2.0197,4.0149,5.0067,3.2919,2.2045,3.6048,1.9092,2.7203,5.1883,3.3512,1.0827,4.9112,4.6282,4.1941,4.3099,3.8085,6.0062,3.5847,2.545,3.8081,4.9714,6.6954,2.2618,5.6947,3.5895,1.7172,5.1261,5.9479,4.3262,5.8527,4.6443,4.6795,3.034,5.7496,4.479,5.8221,6.3675,3.2687,2.6469,4.4366,5.3181,4.7885,5.3516,4.4361,4.9348,5.8529,3.6855,5.4226,6.5416,3.4163,3.0144,3.4344,1.5622,2.2317,3.2133,1.4615,0.0,3.9302,1.4033,4.8162,3.7719,2.4568,4.1573,6.2907,6.0223,4.3113,4.7204,4.029,4.493,3.6498,5.5457,3.6621,3.1635,4.4421,1.4626,5.7218,5.2618,5.5208,0.56949,5.5741,2.8434,3.9646,3.068,0.21661,5.4036,4.684,3.6278,5.9904,6.8654,0.0,2.7433,3.2882,3.6232,1.7207,4.6469,1.511,2.5692,4.6908,5.2247,4.8114,1.3306,4.5762,2.6938,0.82456,3.5415,3.7909,5.5999,6.2527,4.8402,4.5527,6.0654,5.6052,0.0,0.27858,0.0,5.6395,3.7509,5.1916,7.3214,0.56755,2.9411,5.7979,0.40599,6.0027,3.6493,5.6708,0.0,3.9855,3.2714,3.7142,3.9118,2.6128,2.2857,5.3598,3.766,4.1261,3.4493,4.3313,4.8976,3.6533,3.849,1.0531,2.1047,0.0,6.3058,5.2857,5.0135,4.5841,2.7386,4.2869,3.994,0.4049,5.4972,3.0151,3.1375,1.0186,6.0164,6.36,5.3252,4.5454,4.6867,5.6649,2.8067,2.9005,3.3945,1
Cy81_Bulk_CD45_B10_S118_comb,81.0,2.0,0.0,4.0209,3.9254,3.648,3.648,6.3451,3.648,3.648,4.5621,4.5769,3.648,7.4458,4.5587,5.8574,6.1723,6.3885,2.3539,5.2295,4.6695,6.9909,3.4023,6.7304,5.6091,6.3422,4.9137,3.3477,4.767,6.4587,4.1779,4.2687,5.4624,6.3897,6.0597,5.0173,3.186,4.8332,5.2693,6.3045,5.0453,3.1316,5.8231,3.9684,3.6627,7.7848,6.5191,7.6138,6.9403,4.5093,5.6792,5.8236,6.7627,0.0,5.3188,5.0855,2.0367,5.5823,6.863,4.9507,6.1949,3.8225,4.3806,5.2715,4.6776,4.0392,4.1843,4.8308,5.1276,6.662,6.4944,4.5413,3.3798,5.3911,5.8546,1.9153,4.5755,3.3843,2.3462,5.2937,2.9377,4.7964,3.5978,5.5978,5.018,6.8982,4.8493,5.8092,5.0633,5.2003,3.7876,5.8946,2.2827,4.2703,0.0,3.8041,4.7708,7.9681,5.6359,4.5848,1.9497,4.1122,7.2023,4.1397,3.9163,8.0283,3.7169,5.4581,4.0808,5.978,4.446,6.8105,3.8981,3.1871,6.0251,2.7941,5.636,4.9442,5.034,3.8678,4.8618,3.9723,11.351,4.8221,5.1034,6.869,5.6778,3.9686,4.8622,6.0162,3.8924,4.2275,3.9875,4.299,1.254,3.8645,3.5925,6.1028,0.48543,3.6012,4.2448,3.1857,0.0,4.4929,1.2922,4.9773,2.7572,5.4667,4.4566,6.5019,4.3771,3.9349,7.9695,4.2688,5.6233,4.5875,5.9597,4.4032,3.9763,4.6335,5.6283,5.3564,7.9175,3.2702,5.7649,4.5421,5.5081,0.0,4.0379,6.2602,3.4469,5.0873,8.1121,1.2504,6.077,4.9005,3.4141,3.4627,3.4613,1.1447,0.0,4.9206,4.5527,3.9342,0.0,3.589,3.1212,2.0583,3.9765,5.4935,5.0973,6.62,5.6866,7.2254,5.5479,2.8793,4.5966,3.0659,4.2299,3.6838,3.8654,0.26183,5.1901,4.0355,4.0068,6.3589,2.8369,1.3818,2.8856,3.5874,3.0332,4.5202,4.5362,4.1734,1.5084,3.5968,5.2793,4.2841,5.5175,4.5371,0.67536,4.8872,3.281,2.4733,7.2038,3.6277,5.0679,4.1752,2.6498,4.68,7.9222,3.859,2.7706,4.0067,5.6363,4.5165,4.765,5.0634,3.2621,6.4104,2.412,4.3316,4.9609,4.3054,5.2826,3.6661,4.6041,4.3516,4.3602,5.0454,5.1979,4.859,4.3679,3.928,4.2938,3.2505,1.2564,1.8396,3.157,4.7207,4.6497,5.4184,4.628,2.8221,4.9045,4.5205,5.298,4.4623,3.5257,2.2609,5.4232,3.2569,5.5254,1.952,3.1622,5.7291,4.2883,4.7909,2.9839,2.7515,3.1484,4.7273,4.0364,4.2439,6.1459,5.2864,8.1415,5.3865,1.7407,6.5559,0.72596,2.8442,5.2047,4.8446,5.7368,3.6409,3.832,8.3286,5.0063,3.0888,4.9664,4.3278,5.5106,6.5754,2.6785,4.3889,3.9142,0.14796,3.3905,6.8827,0.8953,2.816,5.3123,6.4362,3.7625,5.3409,4.7173,4.6998,4.2983,0.0,1.7621,5.6338,2.6081,5.6855,5.7874,4.7717,3.5971,5.6783,1.6835,3.6015,3.3957,5.9943,4.469,4.9189,7.4758,2.6515,7.8591,4.7622,3.1806,0.0,3.3324,4.5674,3.5902,3.8451,4.1008,3.8277,6.183,0.0,4.6089,3.3997,5.7836,2.9069,3.954,3.9221,6.081,2.7431,1.9935,3.1814,4.6592,3.9283,3.934,3.9818,4.3821,4.4529,5.1704,2.7795,2.4128,5.1522,4.9732,3.2657,3.2514,3.9002,3.9942,5.1473,4.9422,3.7406,3.362,4.7287,3.5385,5.8389,4.9081,2.542,4.9642,5.7975,5.0484,3.2603,5.4646,0.0,2.4515,2.3749,1.8007,0.99132,4.8247,3.8459,1.8718,3.5947,2.8813,2.1741,3.2584,3.6202,1.4201,6.5321,6.2668,2.5398,4.0621,2.8512,3.3671,0.0,4.1049,1.5216,2.659,2.6257,0.27381,3.9885,5.4947,5.9973,5.2666,3.9867,3.666,5.1037,3.1787,0.0,3.255,4.89,3.3789,5.8351,5.4975,0.0,2.5445,5.3864,0.72421,1.7778,3.1882,1.5622,1.0,4.9544,5.3731,3.7552,3.4991,2.1875,1.0635,2.326,2.9358,3.9962,6.0137,5.1087,5.9005,3.7653,2.8078,1.8428,3.557,3.0231,3.9938,3.9013,4.1244,4.7455,6.9429,8.7113,3.7173,4.8774,0.56949,4.5392,1.1865,3.8817,3.0959,4.9958,2.0956,5.0347,2.6693,3.3006,2.2919,5.0832,4.3679,3.6902,2.5912,3.8465,4.6608,3.7407,4.9607,5.0353,2.9846,4.1336,5.4559,2.4639,1.3713,3.1235,3.5719,3.7755,0.56169,3.7746,5.0134,0.6173,4.4926,2.9951,6.6695,4.8472,3.7032,2.2026,2.7495,4.2098,4.4376,4.0638,1.0454,1
Cy81_FNA_CD45_C12_S228_comb,81.0,1.0,0.0,0.63877,0.0,0.0,0.0,0.0,0.0,0.0,8.9673,0.0,0.0,0.0,0.34028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2951,0.0,0.0,0.0,0.0,0.68885,0.0,0.0,0.0,0.34255,0.0,0.0,8.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21537,0.0,0.0,0.0,8.3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94261,0.0,0.0,7.1018,0.0,0.0,0.0,0.20038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086303,0.0,0.69866,0.0,0.0,0.58207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0775,0.0,0.79327,0.22774,7.8366,0.82701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32884,0.0,0.0,0.0,0.0,6.9946,0.0,0.57337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8148,0.0,0.0,0.0,0.0,5.2297,0.68527,0.0,0.0,0.0,0.0,1.3818,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9953,0.0,0.0,0.0,0.0,0.0,0.0,3.4121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25096,0.54201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089498,0.46362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7915,0.0,0.0,0.34596,0.0,0.0,0.0,0.0,4.5713,0.15963,0.0,6.27,3.1533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cy81_FNA_CD45_E05_S341_comb,81.0,2.0,0.0,5.1177,5.2146,4.2084,3.6375,7.2631,4.2084,4.2084,0.0,4.3188,3.6375,6.8286,4.4099,6.9418,6.0039,5.835,4.3381,4.2556,4.7644,5.1985,5.6389,8.5319,6.2915,5.712,5.9779,3.4143,6.297,9.3952,5.3654,4.5012,5.0857,6.3883,4.7643,4.673,5.124,4.6404,4.7236,5.8468,7.2398,5.74,5.2034,5.6065,3.4147,7.5524,6.3765,8.7413,7.0347,5.2415,5.1104,4.5367,6.8537,0.0,2.7926,5.7376,4.5641,3.8653,7.594,4.6785,4.2864,4.0209,5.3656,4.4815,5.1968,3.5508,6.2062,5.0279,5.5528,5.1702,6.0211,4.3815,4.5944,6.8189,6.2782,3.5461,4.3631,4.5906,1.9701,4.1622,4.3451,4.9568,4.5702,5.8958,4.4557,6.448,2.2464,4.1357,5.0636,3.3028,4.5524,4.5542,5.2223,4.5172,1.7672,3.3861,5.4816,6.6636,5.8502,4.9096,3.4655,4.1869,6.5613,4.3982,6.4964,4.7719,3.8112,3.6547,5.2864,3.5263,5.0171,4.5031,4.9056,3.2912,4.4791,2.2889,6.1313,5.0006,5.0936,4.7906,5.2035,3.7376,8.8914,4.5362,3.8134,5.7034,6.4547,4.0731,5.1818,2.7924,3.249,4.157,3.5735,4.4781,3.6967,4.6223,2.0837,5.7402,3.7659,3.6473,2.0176,5.2838,0.0,3.0484,3.6016,5.1523,2.7889,3.8807,3.7961,5.5177,3.4822,3.498,7.0408,3.4175,4.7585,5.2214,4.2092,1.6978,4.5691,4.5922,3.7048,6.1213,8.1503,5.8774,1.5291,4.388,5.3721,6.586,4.2301,6.9726,3.8577,3.8229,6.6442,4.4711,6.3683,3.5264,4.1041,3.6426,5.2802,3.8167,4.3421,2.7144,3.7191,2.8582,0.0,4.2601,3.8079,3.4455,4.3467,5.3331,5.9263,4.9673,6.8735,7.5065,6.5291,4.1681,3.2288,3.5074,4.7033,4.3411,3.9823,0.82619,6.5276,4.1859,1.7536,5.5974,2.6933,2.7997,2.7924,2.3536,2.9075,2.2051,4.1675,2.5632,3.794,5.3651,5.0177,3.7451,2.0925,4.9982,3.1175,5.8106,4.19,0.45943,6.3294,3.4326,3.2325,3.7004,4.0426,4.4334,8.5031,2.6683,3.1961,3.9341,6.1198,4.7992,5.9495,5.0646,4.5782,6.3812,3.7305,3.8295,4.886,5.2429,5.792,4.4459,5.1628,5.1811,4.698,6.4825,3.4106,5.3525,3.9971,4.6003,3.9322,3.649,2.4441,3.2453,3.4945,5.2515,5.294,4.0408,4.6743,1.9902,3.5134,4.747,2.7163,0.0,3.0376,2.4908,5.6614,0.0,6.0328,2.4502,4.5212,5.507,3.5482,4.5451,2.1322,3.9046,4.1231,4.3554,4.4498,4.4273,5.7378,4.9934,7.9524,4.874,4.6151,4.629,2.2854,2.275,4.0902,5.3618,2.5408,3.0213,3.0661,7.6219,4.2458,4.3289,5.3783,3.7989,5.7766,6.04,2.9819,4.054,3.0764,3.6765,3.3546,7.6781,1.3635,0.0,5.1832,6.559,3.7265,5.0195,4.3132,4.8915,2.3874,4.124,4.1084,3.7994,3.803,3.5574,6.3893,4.2686,3.1596,5.3258,3.256,3.0144,3.9418,5.3032,4.6433,5.136,7.2985,3.7546,7.865,4.9792,3.9191,3.3188,4.129,3.0174,2.7194,5.7621,1.7532,4.7982,4.9088,1.6708,3.9968,3.2675,4.6035,3.9886,4.2108,3.5408,6.3789,2.3879,3.7988,3.0813,4.1237,5.3719,5.2019,2.3898,3.9301,3.7062,5.7999,1.8988,4.5701,4.9727,5.4181,3.7485,4.0712,4.2296,4.6531,5.1685,5.2404,3.3143,3.8739,3.0599,5.1755,5.2015,5.6306,4.03,4.3906,5.7484,5.552,4.0944,5.703,3.8744,3.0186,2.7978,2.9142,0.94785,4.6855,2.56,0.8984,2.0837,2.7623,2.6624,2.0115,3.4814,3.5254,5.3115,6.4211,4.3122,3.1912,3.4425,1.7596,4.5275,5.5181,3.6094,0.926,3.1645,2.5346,4.8123,6.2145,5.6382,4.6131,1.9475,4.2556,3.6285,3.7418,2.7229,3.3326,5.9733,4.0165,5.7203,1.8722,0.0,3.1554,4.9661,3.6271,1.6767,4.1894,1.692,4.9406,4.6089,3.9119,4.7414,5.37,4.0112,1.4709,1.546,3.9467,1.7181,5.3958,5.5398,3.4552,3.8888,4.9331,3.9359,4.4211,1.9283,4.6209,5.9688,4.808,4.043,7.237,6.008,2.7323,6.5958,0.4916,4.46,2.2041,3.5049,3.9635,5.0906,3.7649,5.4462,2.6192,3.5842,3.4607,4.8197,4.3095,4.1894,3.1385,4.693,2.4319,4.306,4.9172,3.7391,0.94186,3.152,5.6564,2.9077,3.2351,3.2322,2.7347,3.9834,3.0562,1.4158,5.6866,1.6088,5.2026,4.1458,5.8987,4.8608,5.1059,2.3074,3.2383,5.1346,4.3062,2.4813,1.9007,1
